,nome,link,indirizzo,sito,facebook,telefono
392,Agriturismo Orrido di Pino,https://www.tripadvisor.it/Restaurant_Review-g580201-d17203116-Reviews-Agriturismo_Orrido_di_Pino-Agerola_Province_of_Naples_Campania.html,"Via Pino III Traversa, 11, 80051, Agerola Italia",https://orridodipino.business.site,, 349 153 8726
393,Elisir di Positano Cafè&Salads,https://www.tripadvisor.it/Restaurant_Review-g194863-d6899367-Reviews-Elisir_di_Positano_Cafe_Salads-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Pasitea,90, 84017, Positano Italia",,,
394,Buca di Bacco,https://www.tripadvisor.it/Restaurant_Review-g194863-d1034525-Reviews-Buca_di_Bacco_1916-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Rampa della Teglia 4, 84017, Positano Italia",,,
395,Leoncino,https://www.tripadvisor.it/Restaurant_Review-g187780-d9562062-Reviews-Leoncino-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Lorenzo D'Amalfi 29/31, 84011, Amalfi Italia",,,
396,Un Piano Nel Cielo,https://www.tripadvisor.it/Restaurant_Review-g194867-d7079933-Reviews-Un_Piano_Nel_Cielo-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Casa Angelina, Via Capriglione, 147, 84010 Praiano Italia",http://www.unpianonelcielo.it,, 089 813 1333
397,Ohima' Restaurant,https://www.tripadvisor.it/Restaurant_Review-g194863-d14098781-Reviews-Ohima_Restaurant-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Cristoforo Colombo, 17 Piazza dei Mulini, 84017, Positano Italia",,,
398,Ristorate Winebar Next2,https://www.tripadvisor.it/Restaurant_Review-g194863-d1134830-Reviews-Next2-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Viale Pasitea, 242, 84017, Positano Italia",,,
399,Alfonso A Mare,https://www.tripadvisor.it/Restaurant_Review-g194867-d743376-Reviews-Alfonso_A_Mare-Praiano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Praiano SNC, 84010 Praiano Italia",http://www.alfonsoamare.it,, 089 874091
400,Il Raduno,https://www.tripadvisor.it/Restaurant_Review-g635618-d4155907-Reviews-Il_Raduno-Tramonti_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via de Matteis 11, 84010 Tramonti Italia",http://www.ilraduno.it,, 089 856102
401,Ristorante Covo Dei Saraceni,https://www.tripadvisor.it/Restaurant_Review-g194863-d1072088-Reviews-Ristorante_Covo_Dei_Saraceni-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Viale Regina Giovanna 5, 84017, Positano Italia",,,
402,Botte Piccola Grandi Sapori,https://www.tripadvisor.it/Restaurant_Review-g580209-d11978313-Reviews-Botte_Piccola_Grandi_Sapori-Cava_De_Tirreni_Province_of_Salerno_Campania.html,"Via XXV Luglio 10 Nei pressi della Stazione Ferroviaria, 84013 Cava De' Tirreni Italia",http://www.bottepiccola.it,, 089 948 3759
403,Pastificio Cuomo,https://www.tripadvisor.it/Restaurant_Review-g1149890-d12594233-Reviews-Pastificio_Cuomo-Gragnano_Province_of_Naples_Campania.html,"Via Roma 33, 80054 Gragnano Italia",http://pastacuomo.com,, 081 060 1402
404,Al Palazzo,https://www.tripadvisor.it/Restaurant_Review-g194863-d1748054-Reviews-Al_Palazzo-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Dei Mulini 23 Hotel Palazzo Murat, 84017, Positano Italia",,,
405,Casa Rispoli,https://www.tripadvisor.it/Restaurant_Review-g580209-d2406984-Reviews-Casa_Rispoli-Cava_De_Tirreni_Province_of_Salerno_Campania.html,"Piazza San Francesco 7, 84013 Cava De' Tirreni Italia",http://www.casarispoli.it,, 089 995 1261
406,Ristorante Libeccio,https://www.tripadvisor.it/Restaurant_Review-g580202-d1902302-Reviews-Ristorante_Libeccio-Minori_Amalfi_Coast_Province_of_Salerno_Campania.html,"5 piazza Cantinella, Minori Italia",,,
407,L'anima del Gusto,https://www.tripadvisor.it/Restaurant_Review-g194718-d16904314-Reviews-L_anima_del_Gusto-Castellammare_Di_Stabia_Province_of_Naples_Campania.html,"Corso Vittorio Emanuele 140, 80053 Castellammare Di Stabia Italia",,https://www.facebook.com/Lanima-del-gusto-393747018092232, 081 872 2627
408,Le Delizie del Mare,https://www.tripadvisor.it/Restaurant_Review-g635617-d4098011-Reviews-Le_Delizie_del_Mare-Vietri_sul_Mare_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Chellavanna 21, 84019, Vietri sul Mare Italia",,http://www.facebook.com/lLedeliziedelmar, 089 211857
409,La Bettola del Pescatore,https://www.tripadvisor.it/Restaurant_Review-g194718-d13294277-Reviews-La_Bettola_del_Pescatore-Castellammare_Di_Stabia_Province_of_Naples_Campania.html,"Via filosa 6, 80053 Castellammare Di Stabia Italia",http://www.codicereview.it/bettola-del-pescatore-home,, 333 163 9900
410,Ristorante Il Cantastorie,https://www.tripadvisor.it/Restaurant_Review-g635617-d1945627-Reviews-Ristorante_Il_Cantastorie-Vietri_sul_Mare_Amalfi_Coast_Province_of_Salerno_Campan.html,"via e de marinis 9 km49 Occidentale Km49 MOLINA, 84019, Vietri sul Mare Italia",http://www.ristorantevietri.it,, 089 761284
411,Ristorante Pizzeria Da Giufè,https://www.tripadvisor.it/Restaurant_Review-g635617-d15218029-Reviews-Ristorante_Pizzeria_Da_Giufe-Vietri_sul_Mare_Amalfi_Coast_Province_of_Salerno_Ca.html,"Corso Umberto I n.2, 84019, Vietri sul Mare Italia",,https://www.facebook.com/DaGiufe, 089 971 3521
412,Bagni d'Arienzo,https://www.tripadvisor.it/Restaurant_Review-g194863-d1818046-Reviews-Bagni_d_Arienzo-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Arienzo 16, 84017, Positano Italia",,,
413,Divina Vietri Pizzeria Marinara,https://www.tripadvisor.it/Restaurant_Review-g635617-d10230855-Reviews-Divina_Vietri_Pizzeria-Vietri_sul_Mare_Amalfi_Coast_Province_of_Salerno_Campania.html,"Passariello 31 Vicolo Passariello, 84019, Vietri sul Mare Italia",http://www.divinavietri.it,, 089 296 1191
414,Il Chiosco del Sentiero degli Dei,https://www.tripadvisor.it/Restaurant_Review-g194863-d7202703-Reviews-Il_Chiosco_del_Sentiero_degli_Dei-Positano_Amalfi_Coast_Province_of_Salerno_Campa.html,"Via Pizzillo Borgo Di Nocelle, 84017, Positano Italia",,,
415,Morhum & Dam,https://www.tripadvisor.it/Restaurant_Review-g580209-d3728444-Reviews-Morhum_Dam-Cava_De_Tirreni_Province_of_Salerno_Campania.html,"Corso Umberto I 56 Borgo Scacciaventi, 84013 Cava De' Tirreni Italia",http://www.morhum.it,, 089 341447
416,Marepizza - Cetara,https://www.tripadvisor.it/Restaurant_Review-g635620-d5851259-Reviews-Marepizza_Cetara-Cetara_Amalfi_Coast_Province_of_Salerno_Campania.html,"Corso Garibaldi, 47, 84010 Cetara Italia",,http://www.facebook.com/Marepizzacetar, 089 259 0601
417,C'era una volta,https://www.tripadvisor.it/Restaurant_Review-g194863-d2529332-Reviews-C_era_una_Volta-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Marconi G., 127, 84017, Positano Italia",,,
418,Ristorante Mediterraneo,https://www.tripadvisor.it/Restaurant_Review-g194863-d1098304-Reviews-Ristorante_Mediterraneo-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Pasitea 236 - 238, 84017, Positano Italia",,,
419,Bruno,https://www.tripadvisor.it/Restaurant_Review-g194863-d1056992-Reviews-Bruno-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Cristoforo Colombo 157 Via Cristoforo Colombo 157, 84017, 84017, Positano Italia",,,
420,Ristorante Don Giovanni,https://www.tripadvisor.it/Restaurant_Review-g194863-d12709932-Reviews-Ristorante_Don_Giovanni-Positano_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Cristoforo Colombo 141, 84017, Positano Italia",,,
421,Bar Lo Scugnizzo,https://www.tripadvisor.it/Restaurant_Review-g187780-d3476180-Reviews-Bar_Lo_Scugnizzo-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Pietro Capuano 16, 84011, Amalfi Italia",,,
422,Il Protontino,https://www.tripadvisor.it/Restaurant_Review-g187780-d4499036-Reviews-Il_Protontino-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Piazza Duomo 3, 84011, Amalfi Italia",,,
423,Macelleria Gastronomia Dell'olmo,https://www.tripadvisor.it/Restaurant_Review-g194806-d23214767-Reviews-Macelleria_Gastronomia_Dell_olmo-Maiori_Amalfi_Coast_Province_of_Salerno_Campani.html,"Piazza R. D'amato 1, Maiori Italia",,, 392 189 8180
424,Pastificio Cuomo,https://www.tripadvisor.it/Restaurant_Review-g1149890-d12594233-Reviews-Pastificio_Cuomo-Gragnano_Province_of_Naples_Campania.html,"Via Roma 33, 80054 Gragnano Italia",http://pastacuomo.com,, 081 060 1402
425,Ristorante Villa Annalara,https://www.tripadvisor.it/Restaurant_Review-g187780-d23378263-Reviews-Ristorante_Villa_Annalara-Amalfi_Amalfi_Coast_Province_of_Salerno_Campania.html,"Via Delle Cartiere 1, 84011, Amalfi Italia",,, 327 549 3194
